chi,dp_norm,coh,stab,rad,size,ratio
0.142857,0.452442,2.100000,20.102141,1.742424,12.000000,0.677419
0.083333,0.889554,3.111111,16.767002,1.666667,12.000000,0.756757
0.038462,0.124514,6.066667,20.369297,1.830769,26.000000,0.858491
0.058824,0.492889,1.366667,21.522592,1.742647,17.000000,0.577465
0.125000,0.248012,3.000000,10.027049,1.642857,8.000000,0.750000
0.047619,0.032787,1.651163,23.516618,1.752381,21.000000,0.622807
0.166667,0.638796,2.000000,9.469942,1.500000,8.000000,0.666667
0.200000,0.012333,2.055556,23.684634,1.844758,32.000000,0.672727
0.125000,0.327692,3.500000,21.020838,1.500000,8.000000,0.777778
0.125000,0.574790,1.923077,16.425762,1.466667,10.000000,0.657895
0.095238,0.474864,1.682927,13.702199,1.750000,24.000000,0.627273
0.250000,0.672067,1.500000,9.994280,1.772727,12.000000,0.600000
0.076923,0.399216,2.200000,22.460833,1.602564,13.000000,0.687500
0.181818,0.863003,5.750000,20.624420,1.178571,8.000000,0.851852
0.181818,0.491422,2.464286,20.923453,1.932806,23.000000,0.711340
0.047619,0.484078,4.454545,22.439921,1.818462,26.000000,0.816667
0.047619,0.425751,1.651163,23.516618,1.752381,21.000000,0.622807
0.200000,0.204406,3.600000,30.000000,1.555556,9.000000,0.782609
0.200000,0.705763,1.750000,11.314321,1.300000,5.000000,0.636364
0.071429,0.269325,2.000000,21.713168,1.802198,14.000000,0.666667
0.071429,0.660024,2.250000,22.385104,1.776190,21.000000,0.692308
0.142857,0.115914,6.066667,20.369297,1.830769,26.000000,0.858491
0.200000,0.202226,3.600000,30.000000,1.555556,9.000000,0.782609
0.200000,0.705763,1.750000,11.314321,1.300000,5.000000,0.636364
0.200000,0.486131,2.000000,13.659819,1.571429,8.000000,0.666667
0.200000,0.182660,2.576923,23.932257,1.770563,22.000000,0.720430
0.200000,0.239385,1.636364,21.199562,1.583333,9.000000,0.620690
0.125000,0.686041,1.795918,25.719352,1.834758,27.000000,0.642336
0.045455,0.464210,1.750000,20.952114,1.761905,22.000000,0.636364
0.045455,0.686041,1.795918,25.719352,1.834758,27.000000,0.642336
0.166667,0.722313,1.666667,23.012522,1.333333,6.000000,0.625000
0.166667,0.014217,4.769231,19.976696,1.747619,21.000000,0.826667
0.050000,0.281858,2.250000,28.942688,1.731579,20.000000,0.692308
0.050000,1.000000,1.682927,13.702199,1.750000,24.000000,0.627273
0.037037,0.029776,2.365854,19.256924,2.121622,37.000000,0.702899
0.037037,1.000000,1.975610,18.494848,1.769231,27.000000,0.663934
0.050000,0.238297,2.250000,28.942688,1.731579,20.000000,0.692308
0.050000,1.000000,1.682927,13.702199,1.750000,24.000000,0.627273
0.045455,0.054809,2.093750,23.567443,1.770563,22.000000,0.676768
0.045455,1.000000,1.682927,13.702199,1.750000,24.000000,0.627273
0.250000,0.576413,1.777778,18.689888,1.464286,8.000000,0.640000
0.066667,0.114634,2.142857,22.425706,1.855914,31.000000,0.681818
0.142857,0.347770,1.547619,24.286303,1.948052,22.000000,0.607477
0.071429,0.588928,1.794872,29.569530,1.723810,21.000000,0.642202
0.071429,0.020408,1.633333,25.362137,1.857471,30.000000,0.620253
0.142857,0.094571,1.727273,25.178360,1.849673,18.000000,0.633333
0.071429,0.617443,1.794872,29.569530,1.723810,21.000000,0.642202
0.100000,0.071429,1.875000,16.830370,1.666667,10.000000,0.652174
0.071429,0.000311,1.310345,22.637286,1.783333,16.000000,0.567164
0.071429,1.000000,1.600000,22.693792,1.626374,14.000000,0.615385
0.200000,0.151229,3.500000,25.327078,1.607143,8.000000,0.777778
0.125000,0.501715,1.750000,24.224676,1.857471,30.000000,0.636364
0.041667,0.284891,2.653846,21.445450,1.804348,24.000000,0.726316
0.041667,0.501715,1.750000,24.224676,1.857471,30.000000,0.636364
0.142857,0.357356,2.173913,25.160717,1.751634,18.000000,0.684932
0.090909,0.094900,2.407407,25.079509,2.279279,37.000000,0.706522
0.090909,0.041533,1.411765,24.354190,1.618182,11.000000,0.585366
0.090909,0.119788,1.500000,23.494336,1.618182,11.000000,0.600000
0.090909,0.303482,2.477273,22.256966,2.093117,39.000000,0.712418
0.142857,0.164009,2.173913,25.160717,1.751634,18.000000,0.684932
0.076923,0.063978,1.619048,17.801177,1.602564,13.000000,0.618182
0.200000,0.189210,1.375000,26.318676,1.714286,14.000000,0.578947
0.083333,0.194685,1.310345,22.637286,1.783333,16.000000,0.567164
0.083333,0.244092,1.511628,24.610964,1.948052,22.000000,0.601852
